Year,Nivel,Género,GeoCode,Value
2018,No sabe leer ni escribir,,860645.0,54.0
2018,No sabe leer ni escribir,,860646.0,151.0
2018,No sabe leer ni escribir,,860647.0,19.0
2018,No sabe leer ni escribir,,860648.0,28.0
2018,No sabe leer ni escribir,,860649.0,45.0
2018,No sabe leer ni escribir,,860650.0,12.0
2018,No sabe leer ni escribir,,860651.0,21.0
2018,No sabe leer ni escribir,,860652.0,45.0
2018,No sabe leer ni escribir,,860653.0,35.0
2018,No sabe leer ni escribir,,860654.0,7.0
2018,No sabe leer ni escribir,,860655.0,36.0
2018,No sabe leer ni escribir,,860656.0,43.0
2018,No sabe leer ni escribir,,860657.0,2.0
2018,No sabe leer ni escribir,,860658.0,47.0
2018,No sabe leer ni escribir,,860659.0,30.0
2018,No sabe leer ni escribir,,860660.0,28.0
2018,No sabe leer ni escribir,,860661.0,32.0
2018,No sabe leer ni escribir,,860662.0,11.0
2018,No sabe leer ni escribir,,860663.0,19.0
2018,No sabe leer ni escribir,,860664.0,7.0
2018,No sabe leer ni escribir,,860665.0,43.0
2018,No sabe leer ni escribir,,860666.0,35.0
2018,No sabe leer ni escribir,,860667.0,46.0
2018,No sabe leer ni escribir,,860668.0,21.0
2018,No sabe leer ni escribir,,860669.0,16.0
2018,No sabe leer ni escribir,,860670.0,28.0
2018,No sabe leer ni escribir,,860671.0,49.0
2018,No sabe leer ni escribir,,860672.0,28.0
2018,No sabe leer ni escribir,,860673.0,24.0
2018,No sabe leer ni escribir,,860674.0,16.0
2018,No sabe leer ni escribir,,860675.0,29.0
2018,No sabe leer ni escribir,,860676.0,59.0
2018,No sabe leer ni escribir,,860677.0,70.0
2018,No sabe leer ni escribir,,860678.0,32.0
2018,No sabe leer ni escribir,,860679.0,151.0
2018,No sabe leer ni escribir,,860680.0,121.0
2018,No sabe leer ni escribir,,860681.0,59.0
2018,No sabe leer ni escribir,,860682.0,24.0
2018,No sabe leer ni escribir,,860683.0,30.0
2018,No sabe leer ni escribir,,860684.0,33.0
2018,No sabe leer ni escribir,,860685.0,21.0
